taxon_id	species	gene_id	provider_protein_count	minimum_sequence_length	maximum_sequence_length	within_declared_length_gate_count	selected_accession	rejected_accession	selection_status	reason_code	evidence_note
9361	Dasypus novemcinctus	101429125	6	754	1839	3	XP_058140293.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9749	Delphinapterus leucas	111166258	7	765	1866	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9728	Delphinus delphis	132414659	10	808	1862	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
92724	Dendrobates tinctorius	141075538	1	1525	1525	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
150705	Dendropsophus ebraccatus	138772990	1	1657	1657	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27794	Dermochelys coriacea	119848890	4	1602	1891	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9430	Desmodus rotundus	112298867	6	1790	1837	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
77932	Diceros bicornis minor	131417530	7	1859	1929	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
94247	Dipodomys merriami	138830896	6	1720	1800	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10020	Dipodomys ordii	105997512	1	1753	1753	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
105255	Dipodomys spectabilis	122103440	4	1718	1800	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8790	Dromaius novaehollandiae	112991230	6	739	1864	5	XP_025969353.2		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
33562	Dromiciops gliroides	122726560	1	1842	1842	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
118200	Dryobates pubescens	104300566	1	1729	1729	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9371	Echinops telfairi	101639869	2	1758	1759	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
188379	Egretta garzetta	104134710	2	1723	1862	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
28737	Elephantulus edwardii	102867285	1	756	756	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
99487	Elephas maximus indicus	126062563	3	1807	1858	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
57060	Eleutherodactylus coqui	136588483	4	1659	1666	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
159646	Elgaria multicarinata webbii	134399371	1	1702	1702	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
164674	Empidonax traillii	114063608	2	1789	1790	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1129001	Emydura macquarii macquarii	137148532	2	1638	1902	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
82168	Emys orbicularis	135894453	1	1902	1902	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
76066	Engystomops pustulosus	140064664	4	1650	1651	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
391180	Enhydra lutris kenyoni	111151634	7	765	1886	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
7764	Eptatretus burgeri	147014290	2	2553	2579	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
29078	Eptesicus fuscus	103293060	5	107	1885	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9793	Equus asinus	106826352	9	755	1856	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9796	Equus caballus	100051990	31	723	1856	10	XP_014595447.2		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9798	Equus przewalskii	103566867	31	723	1856	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
89248	Equus quagga	124247451	3	992	1856	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27787	Eretmochelys imbricata	144257952	2	702	752	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
9365	Erinaceus europaeus	103125983	1	1838	1838	1	XP_060059410.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
37610	Erithacus rubecula	306812816	6	1798	1799	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
121349	Erythrolamprus reginae	139153272	3	588	1065	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
9764	Eschrichtius robustus	137754227	11	757	1861	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27606	Eubalaena glacialis	133080004	50	690	1861	29			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
481883	Eublepharis macularius	129339088	1	1699	1699	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
859984	Eulemur rufifrons	138392157	50	681	1860	22			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
34886	Eumetopias jubatus	114201332	12	804	1912	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
54383	Eurypyga helias	104513407	1	1424	1424	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
46218	Excalfactoria chinensis	140262266	3	1700	1747	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
345155	Falco biarmicus	130160230	4	738	1861	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
345164	Falco cherrug	102051878	4	738	1860	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
148594	Falco naumanni	121098859	4	738	1859	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8954	Falco peregrinus	106112589	4	738	1861	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
148596	Falco punctatus	308055659	5	739	1849	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
120794	Falco rusticolus	119158747	4	738	1860	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9685	Felis catus	101081937	9	765	1873	7	XP_019673492.2		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
59894	Ficedula albicollis	101814437	4	1804	1805	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
37598	Fringilla coelebs	311163314	1	1796	1796	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
885580	Fukomys damarensis	104875456	10	1690	1746	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30455	Fulmarus glacialis	104083261	1	1860	1860	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
482537	Galeopterus variegatus	103589870	1	1780	1780	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9123	Gallinula chloropus	311201123	1	1838	1838	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9031	Gallus gallus	373983	5	1749	1750	5	NP_989500.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
37040	Gavia stellata	104256017	1	1856	1856	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
94835	Gavialis gangeticus	109289366	5	1847	1877	5	XP_019360910.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
146911	Gekko japonicus	107106320	1	167	167	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
48883	Geospiza fortis	102034543	3	1793	1794	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
260995	Geotrypetes seraphini	117347289	3	1902	1903	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
439328	Giraffa tippelskirchi	145541291	16	758	1905	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9731	Globicephala melas	115843746	17	738	1862	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1825980	Gopherus evgoodei	115638951	6	749	1903	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
286002	Gopherus flavomarginatus	127040653	5	749	1903	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9595	Gorilla gorilla gorilla	101138567	50	716	1863	24			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
191870	Gracilinanus agilis	123245322	1	1793	1793	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
491861	Grammomys surdaster	114632157	1	1812	1812	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
83653	Grampus griseus	309837579	8	764	1861	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9117	Grus americana	129195550	7	735	1833	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
40816	Grus grus	308708164	5	736	1833	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
33616	Gymnogyps californianus	127026385	2	1865	1866	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30427	Haemorhous mexicanus	132338959	3	692	1798	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8969	Haliaeetus albicilla	104325729	3	739	1865	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
52644	Haliaeetus leucocephalus	104842963	1	1823	1823	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9711	Halichoerus grypus	118537778	6	792	1903	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
202280	Harpia harpyja	128141042	4	739	1867	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
472823	Heliangelus exortis	139788410	2	1656	1657	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8554	Heloderma suspectum	146344410	10	1455	1760	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
884348	Hemicordylus capensis	128329255	4	1737	1758	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1608482	Herpailurus yagouaroundi	121045059	8	765	1874	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
10181	Heterocephalus glaber	101705460	18	713	1802	15			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
13085	Heteronotia binoei	132583653	1	1609	1609	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
575201	Hippopotamus amphibius kiboko	130839836	1	968	968	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
186990	Hipposideros armiger	109395752	1	754	754	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
43150	Hirundo rustica	120763879	5	1811	1812	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9606	Homo sapiens	672	368	451	1885	231	NP_009225.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
95912	Hyaena hyaena	120226086	5	765	1871	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
327740	Hyla sarda	130296652	2	1714	1734	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
81572	Hylobates moloch	116474903	29	730	1861	18			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
752182	Hyperolius riggenbachi	137542479	9	1481	1643	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
48744	Hyperoodon ampullatus	307068191	1	1870	1870	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
43179	Ictidomys tridecemlineatus	101956834	5	770	1910	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1002788	Indicator indicator	128978821	1	1736	1736	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
51337	Jaculus jaculus	101597778	2	1817	1818	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27615	Kogia breviceps	131746627	2	731	757	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
80427	Lacerta agilis	117058198	1	1691	1691	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27610	Lagenorhynchus albirostris	132512024	35	725	1908	32			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
30410	Lagopus leucura	122189084	1	194	194	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
64668	Lagopus muta	125684604	7	1686	1746	7			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
35669	Larus argentatus	309456578	11	1727	1866	11			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
119627	Larus michahellis	141732732	3	1865	1866	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
678569	Lathamus discolor	136023888	3	733	1816	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9447	Lemur catta	123620994	7	761	1849	4	XP_045382602.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
46844	Leopardus geoffroyi	123603771	7	764	1873	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8472	Lepidochelys kempii	140903989	5	1705	1906	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
27788	Lepidochelys olivacea	311513863	2	1766	1905	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
321398	Lepidothrix coronata	108506825	5	1762	1809	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
238119	Leptodactylus fuscus	142208659	1	1673	1673	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9713	Leptonychotes weddellii	102739775	15	791	1904	10			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
188344	Leptosomus discolor	104347778	2	1750	1813	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9983	Lepus europaeus	133746654	8	735	1853	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
7753	Lethenteron reissneri	133358380	2	300	300	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
3371109	Leucopleurus acutus	309975841	29	684	1862	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
1497555	Lichenostomus cassidix	146426534	3	1779	1780	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
118797	Lipotes vexillifer	103081109	1	727	727	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
256425	Lissotriton helveticus	144755917	2	1950	1951	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8324	Lissotriton vulgaris	147717113	9	1908	1996	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
8404	Lithobates pipiens	143935551	2	1633	1633	2			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
40157	Lonchura striata	110471836	9	1799	1806	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
76717	Lontra canadensis	116875910	12	775	1886	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9785	Loxodonta africana	100653763	2	1858	1858	2	XP_003414318.3		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9657	Lutra lutra	125086735	12	770	1880	9			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
61383	Lynx canadensis	115500605	1	1873	1873	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
61384	Lynx rufus	124522205	5	1722	1874	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9541	Macaca fascicularis	102121313	38	574	1893	33			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9544	Macaca mulatta	712634	51	720	1885	12	NP_001108421.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
9545	Macaca nemestrina	105472075	17	574	1863	15			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
257877	Macaca thibetana thibetana	126938407	11	1816	1863	11			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
92651	Macrotis lagotis	141513703	4	1698	1835	4	XP_074079897.1		selected_for_reference_review	TAXONOMICALLY_BALANCED_REVIEW_SET	Selected for executable TaxID, similarity, and terminal-domain review; not yet approved for inference.
2991368	Malaclemys terrapin pileata	128828986	4	1857	1904	4			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
175006	Malurus melanocephalus	130581425	1	1767	1767	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
415023	Manacus candei	127474264	6	1666	1808	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
328815	Manacus vitellinus	103757826	1	1808	1808	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9568	Mandrillus leucophaeus	105553071	1	688	688	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
9974	Manis javanica	108394617	1	1016	1016	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
143292	Manis pentadactyla	118911247	1	1014	1014	0			not_selected	NO_SEQUENCE_WITHIN_LENGTH_GATE	No provider protein for this species passed the declared 0.75-1.10 query-length gate; no terminal-domain failure is asserted.
93162	Marmota flaviventris	114101931	4	771	1875	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9994	Marmota marmota marmota	107150537	4	771	1875	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9995	Marmota monax	124094043	5	770	1868	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
29065	Martes martes	308356624	1	1876	1876	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
35658	Mastomys coucha	116078743	1	1820	1820	1			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
74926	Mauremys mutica	123356513	3	1899	1901	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
260615	Mauremys reevesii	120392042	3	1901	1901	3			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
211600	Melanerpes formicivorus	137455939	5	1516	1711	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9103	Meleagris gallopavo	100548521	6	1500	1707	6			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
9662	Meles meles	123930182	5	1873	1885	5			not_selected	NOT_SELECTED_TAXONOMIC_BALANCE	Provider species inventoried but not selected for the balanced 50-tip review set; no QC failure is asserted.
